region,categorie_vehicule,agglomeration,atmosphere,luminosite,etat_surface,intersection,place,disposition_securite,gravite,motif_deplacement,type_collision,mois,semaine,jour,heure,age
28,3,1,4,2,4,1,1,1,3,2,6,12,51,5,17,67
28,3,1,4,2,4,1,3,1,3,2,6,12,51,5,17,33
28,3,1,4,2,4,1,1,1,3,6,6,12,48,6,11,83
84,3,1,4,2,4,1,1,1,3,2,6,10,43,1,8,63
84,3,1,4,3,4,1,1,1,3,2,6,10,41,7,20,42
52,21,1,4,2,4,1,1,5,3,2,6,12,49,6,14,37
52,3,1,6,2,4,1,1,5,3,2,6,12,51,5,16,70
76,3,1,4,3,4,1,1,1,3,2,6,7,27,5,22,35
32,3,1,4,2,4,1,1,5,3,5,6,3,13,1,16,93
32,3,1,4,2,3,1,1,5,3,2,6,3,12,6,8,109
32,7,1,4,2,4,1,1,2,3,2,6,3,10,7,10,51
32,7,1,4,2,4,1,1,2,3,2,6,3,10,7,12,41
32,2,1,4,3,3,1,1,1,3,2,6,3,12,6,19,36
32,3,1,4,3,4,1,1,1,3,2,6,3,9,7,3,56
32,7,1,4,3,5,3,1,2,3,2,6,3,11,5,21,59
32,3,1,4,2,4,1,1,1,3,2,6,3,9,2,11,90
32,7,1,4,2,4,1,1,2,3,2,6,4,15,6,17,50
32,3,1,4,2,4,1,1,1,3,2,6,4,15,7,7,34
32,3,1,4,2,4,1,1,4,3,2,6,4,14,1,13,33
32,3,1,4,4,4,1,2,1,3,2,6,5,19,1,23,31
32,3,1,4,2,4,1,1,4,3,2,6,5,18,6,19,39
32,7,1,4,2,4,6,1,5,3,2,6,6,22,6,17,52
32,3,1,4,1,4,1,1,1,3,2,6,6,25,1,4,36
24,3,1,2,2,2,1,1,1,3,2,6,12,50,4,11,76
28,7,1,8,2,4,1,1,2,3,2,6,2,7,3,16,53
28,7,1,8,2,4,1,2,2,3,2,6,2,7,3,16,53
11,3,1,4,2,4,1,1,1,3,2,6,6,24,1,14,77
11,3,1,4,2,4,1,2,1,3,2,6,6,25,5,18,41
11,3,1,4,1,4,1,1,1,3,2,6,6,23,6,6,39
75,3,1,8,2,3,1,1,1,3,2,6,11,44,6,17,91
75,3,1,7,3,3,1,1,1,3,2,6,11,44,7,4,49
75,3,1,7,3,3,1,1,1,3,2,6,12,48,7,4,37
76,3,1,4,3,4,1,1,1,3,3,6,5,21,3,0,49
76,2,1,4,2,4,1,1,1,3,6,6,5,19,6,16,46
27,3,1,4,2,4,1,1,1,3,3,6,7,26,5,17,76
27,3,1,3,2,3,1,1,1,3,2,6,7,27,3,9,85
75,3,1,7,3,3,1,1,1,3,2,6,11,44,2,20,35
24,3,1,4,3,4,1,1,1,3,2,6,11,47,5,23,44
27,3,1,4,2,4,1,1,1,3,2,6,8,32,6,19,40
27,3,1,4,2,4,1,1,1,3,2,6,8,34,7,10,74
84,3,1,7,3,3,1,1,1,3,2,6,11,46,6,22,64
27,3,1,4,3,4,1,1,1,3,6,6,9,38,2,2,77
27,7,1,4,2,4,1,1,2,3,2,6,6,24,6,19,38
84,3,1,4,3,4,1,1,4,3,6,6,12,48,2,23,62
84,3,1,7,3,3,1,1,3,3,2,6,12,51,3,19,32
76,3,1,4,3,4,1,1,1,3,2,6,6,23,7,1,64
76,3,1,4,3,4,1,1,1,3,3,6,6,25,2,1,43
93,3,1,4,4,4,1,1,1,3,2,6,6,22,7,2,44
32,7,2,4,2,4,1,1,7,3,2,6,9,38,6,20,35
32,7,2,4,2,4,1,1,5,3,1,6,9,38,5,12,76
32,3,2,4,2,4,1,1,5,3,2,6,9,35,4,11,108
32,7,2,4,2,4,2,1,2,3,2,6,9,38,4,16,37
32,3,2,4,2,4,1,1,5,3,2,6,9,36,2,11,75
75,3,2,4,2,4,1,1,1,2,2,6,8,33,1,11,102
75,15,2,4,1,4,1,1,2,2,2,6,8,33,2,20,32
75,3,2,4,1,4,1,1,4,2,2,6,8,34,5,18,56
75,18,2,4,2,4,1,1,14,2,2,6,8,34,7,10,86
75,15,2,4,2,4,1,1,2,2,2,6,8,34,7,18,29
76,3,2,4,2,4,1,1,5,2,2,6,5,20,5,18,64
76,2,2,4,2,4,2,1,5,2,2,6,5,19,3,15,62
24,4,2,3,2,3,1,1,1,2,1,6,10,42,3,12,52
24,3,2,7,2,3,1,1,1,2,3,6,10,42,3,13,69
24,3,2,4,1,4,1,1,5,2,4,6,10,39,4,7,26
75,19,2,7,4,3,1,1,2,2,3,6,9,35,4,1,37
75,3,2,4,2,4,6,1,5,2,2,6,9,36,3,13,34
75,3,2,4,2,4,6,1,1,2,6,6,9,36,3,13,36
75,3,2,4,2,4,6,2,1,2,6,6,9,36,3,13,36
75,3,2,4,1,4,1,1,1,2,3,6,9,36,6,20,56
75,6,2,4,2,4,1,1,2,2,6,6,9,38,4,14,32
75,3,2,4,2,4,4,1,1,2,2,6,9,36,3,12,89
75,3,2,4,2,4,4,1,1,2,2,6,9,36,3,12,100
75,18,2,4,2,4,1,1,12,2,4,6,9,36,5,16,26
75,7,2,8,2,3,4,1,2,2,3,6,9,35,4,9,46
75,11,2,8,2,3,4,1,1,2,1,6,9,35,4,9,60
75,3,2,4,2,4,1,1,5,2,2,6,12,49,5,12,44
75,19,2,4,2,4,1,1,5,2,2,6,12,49,5,17,31
75,15,2,7,1,3,1,1,2,2,4,6,12,48,2,7,30
75,3,2,4,2,4,1,1,5,2,2,6,12,48,2,12,50
75,3,2,7,2,3,1,4,8,2,2,6,12,48,4,17,15
75,3,2,7,2,3,1,1,1,2,1,6,12,48,4,17,40
75,2,2,7,2,3,1,1,1,2,2,6,12,48,4,17,40
75,3,2,4,2,4,1,1,5,2,2,6,9,39,1,15,38
75,3,2,4,4,4,1,1,1,2,2,6,8,34,3,20,64
53,18,2,4,2,4,1,1,5,2,2,6,8,34,3,16,36
44,19,2,4,2,4,4,1,2,2,2,6,10,42,3,7,47
44,18,2,8,3,3,1,1,12,2,3,6,11,45,5,6,33
53,3,2,4,3,4,4,1,5,2,2,6,9,38,2,21,54
53,3,2,4,4,4,1,1,1,2,2,6,9,39,2,21,65
53,3,2,4,4,4,1,1,1,2,1,6,9,36,2,4,42
53,3,2,4,2,4,1,1,5,2,2,6,9,37,5,10,68
52,3,2,5,4,3,1,1,1,2,3,6,12,52,1,21,67
84,3,2,4,1,4,1,1,1,2,2,6,10,40,7,19,53
84,6,2,4,2,4,1,1,2,2,2,6,10,40,6,17,29
75,3,2,4,1,4,1,1,5,2,2,6,10,42,7,18,68
75,15,2,4,4,4,1,1,2,2,2,6,10,43,1,2,35
75,6,2,4,2,3,1,1,2,2,1,6,10,40,7,20,39
75,3,2,4,1,4,6,1,1,2,2,6,10,40,6,20,87
75,7,2,4,1,4,6,1,2,2,2,6,10,40,6,20,53
75,7,2,4,1,4,6,2,2,2,2,6,10,40,6,20,51
75,18,2,4,2,4,1,1,5,2,2,6,11,48,1,10,70
75,16,2,4,4,4,1,1,1,2,1,6,11,44,6,18,73
75,6,2,4,4,4,1,1,2,2,2,6,11,44,7,5,31
75,18,2,3,2,4,1,1,11,2,6,6,11,44,3,12,14
75,3,2,7,4,3,1,1,5,2,2,6,11,44,2,18,92
75,3,2,8,4,3,1,1,5,2,4,6,11,48,1,8,26
75,6,2,4,2,4,1,1,5,2,6,6,11,46,4,17,28
75,3,2,7,4,3,1,1,5,2,6,6,11,48,1,18,39
75,3,2,4,4,4,1,3,8,2,6,6,11,46,1,19,22
75,3,2,4,4,4,1,1,1,2,6,6,11,46,1,19,44
75,3,2,4,4,4,1,1,1,2,6,6,11,47,2,23,42
75,6,2,4,2,4,1,1,2,2,2,6,11,44,3,16,42
75,3,2,4,4,4,1,1,5,2,4,6,11,44,5,19,32
75,3,2,4,1,3,4,1,5,2,2,6,11,45,4,8,57
75,3,2,4,4,4,1,3,1,2,2,6,12,49,6,0,34
75,3,2,4,1,4,1,1,5,2,6,6,12,48,2,7,28
75,3,2,4,2,4,4,1,5,2,6,6,12,49,5,16,35
75,6,2,4,4,4,1,1,2,2,2,6,12,51,3,4,34
75,3,2,8,2,3,1,4,1,2,1,6,12,52,4,13,58
75,3,2,8,2,3,1,1,1,2,1,6,12,52,4,13,46
75,3,2,8,2,3,1,1,1,2,1,6,12,52,4,13,42
75,3,2,4,2,3,2,1,5,2,2,6,12,52,4,9,90
75,3,2,4,2,4,1,1,3,2,2,6,12,51,6,14,54
75,12,2,4,2,4,1,1,2,2,2,6,12,51,4,13,29
75,15,2,4,2,4,1,1,2,2,2,6,12,51,4,16,56
75,3,2,4,2,4,1,1,3,2,2,6,12,52,4,12,77
75,3,2,4,4,4,6,1,5,2,2,6,12,50,5,17,35
75,3,2,4,2,4,1,1,1,2,2,6,12,51,1,10,33
75,3,2,7,4,3,1,1,1,2,2,6,12,48,3,18,34
75,3,2,4,1,3,1,3,1,2,3,6,12,48,2,19,36
75,3,2,4,1,3,1,2,1,2,3,6,12,48,2,19,36
75,3,2,4,1,3,1,1,1,2,3,6,12,48,2,19,41
75,6,2,4,4,4,1,1,2,2,2,6,12,50,4,2,34
76,3,2,4,4,4,1,1,1,2,2,6,11,43,7,4,37
76,3,2,4,2,4,1,1,5,2,3,6,11,45,4,12,35
76,3,2,4,2,4,1,1,1,2,2,6,11,45,4,14,54
52,3,2,4,2,4,1,2,1,2,2,6,4,14,2,15,97
52,3,2,4,2,4,6,1,5,2,2,6,4,15,1,15,78
52,18,2,4,2,4,1,1,14,2,1,6,4,15,4,10,32
52,3,2,4,2,4,1,1,1,2,1,6,4,16,1,13,70
52,3,2,4,2,4,1,1,1,2,3,6,4,16,1,13,52
52,3,2,4,2,4,1,2,1,2,4,6,4,16,1,13,27
52,3,2,4,2,4,1,1,5,2,3,6,5,20,5,13,52
52,16,2,4,2,4,1,1,1,2,2,6,5,19,5,8,96
52,15,2,4,2,4,1,1,5,2,3,6,5,18,1,8,59
52,3,2,4,2,4,1,1,5,2,2,6,5,21,5,17,30
52,6,2,4,2,4,1,1,2,2,3,6,6,24,3,14,35
52,12,2,4,2,4,1,1,2,2,2,6,6,25,3,17,48
52,3,2,4,2,4,1,1,5,2,2,6,6,25,2,16,51
52,2,2,4,2,4,2,1,5,2,1,6,6,24,2,18,34
52,7,2,4,2,4,1,1,5,2,2,6,6,24,5,16,38
52,2,2,4,1,4,1,1,1,2,2,6,6,23,7,22,67
52,1,2,4,2,4,9,1,1,2,5,6,7,26,3,11,105
52,3,2,7,2,3,1,1,5,2,2,6,7,26,4,11,94
52,3,2,4,2,4,6,1,5,2,2,6,7,28,5,15,88
52,3,2,4,2,4,6,1,5,2,2,6,7,28,5,15,83
52,3,2,4,2,4,1,1,5,2,2,6,7,26,7,11,82
52,7,2,4,2,4,1,1,2,2,6,6,7,29,2,20,55
52,3,2,4,2,4,1,1,1,2,2,6,7,29,2,20,55
52,3,2,4,2,4,1,1,5,2,3,6,7,29,4,8,38
52,3,2,4,4,4,1,1,1,2,2,6,7,28,5,3,58
52,3,2,4,2,4,1,1,1,2,2,6,8,32,4,12,75
52,3,2,4,2,4,2,1,3,2,3,6,8,32,2,19,41
52,3,2,4,2,4,2,1,3,2,6,6,8,33,2,17,37
52,3,2,4,2,4,2,1,1,2,3,6,9,39,3,12,41
52,12,2,4,4,4,4,1,2,2,3,6,9,37,1,5,59
52,3,2,4,2,4,1,1,5,2,2,6,9,38,2,19,21
52,3,2,8,2,3,1,1,3,2,2,6,9,37,2,10,91
52,3,2,4,2,4,1,1,1,2,2,6,10,39,7,16,89
52,3,2,4,2,4,1,4,1,2,2,6,10,39,7,16,77
52,15,2,7,2,3,2,1,2,2,1,6,10,42,2,16,38
52,6,2,7,4,3,4,1,9,2,3,6,10,42,4,7,33
52,1,2,7,2,3,1,1,5,2,1,6,10,40,4,16,95
52,3,2,4,2,4,1,1,1,2,2,6,10,40,6,18,64
52,3,2,4,2,4,1,4,1,2,2,6,10,40,6,18,24
53,6,2,4,4,4,1,1,2,2,6,6,9,38,6,22,62
27,3,2,2,4,2,1,1,1,2,2,6,12,50,3,19,66
53,3,2,4,2,4,3,1,5,2,4,6,7,29,4,17,31
53,3,2,4,2,4,9,1,5,2,5,6,7,27,2,10,87
32,3,2,4,4,4,1,3,1,2,1,6,6,22,6,23,20
32,3,2,4,2,4,1,1,5,2,2,6,6,23,6,12,73
32,15,2,4,2,4,1,1,2,2,6,6,6,22,5,9,36
32,3,2,4,2,4,1,1,5,2,2,6,6,22,2,15,26
32,3,2,7,4,3,2,3,1,2,2,6,6,23,7,1,64
32,3,2,7,4,3,2,4,1,2,2,6,6,23,7,1,46
32,3,2,7,4,3,2,1,1,2,2,6,6,23,7,1,64
32,18,2,4,2,4,1,1,5,2,2,6,6,22,4,17,23
32,18,2,4,2,4,1,1,9,2,2,6,6,25,1,13,42
32,3,2,8,5,3,1,1,1,2,2,6,6,22,7,22,34
32,3,2,8,5,3,1,2,1,2,2,6,6,22,7,22,34
32,3,2,4,2,4,1,1,5,2,4,6,6,23,4,17,27
32,3,2,4,2,4,1,1,1,2,2,6,6,25,2,16,85
32,6,2,4,4,4,1,1,2,2,3,6,6,24,4,23,38
32,6,2,4,2,4,2,1,2,2,1,6,6,23,4,21,36
32,3,2,4,2,4,1,1,1,2,2,6,6,25,7,11,40
32,3,2,7,2,3,1,1,5,2,2,6,6,23,7,12,97
32,3,2,4,2,4,1,1,5,2,2,6,6,23,5,19,17
32,6,2,4,1,4,1,1,2,2,2,6,6,25,3,22,63
32,6,2,4,2,4,1,2,2,2,2,6,6,22,4,9,43
32,3,2,4,2,4,1,1,5,2,1,6,6,24,1,9,47
32,3,2,4,2,4,1,1,5,2,2,6,6,23,1,17,39
32,7,2,4,2,4,1,1,2,2,2,6,6,25,6,19,65
32,15,2,4,4,4,2,1,2,2,2,6,6,23,6,0,32
32,6,2,4,2,4,1,1,2,2,1,6,7,26,4,13,33
32,3,2,4,2,4,1,1,1,2,2,6,7,26,6,15,50
32,3,2,4,2,4,1,1,5,2,2,6,7,27,2,17,19
32,1,2,4,2,4,1,2,1,2,1,6,7,27,7,16,42
32,1,2,4,2,4,1,1,1,2,1,6,7,27,7,16,53
32,3,2,4,2,4,1,1,5,2,2,6,7,28,6,17,34
32,18,2,4,2,4,1,1,14,2,3,6,7,28,5,12,67
32,15,2,4,2,4,1,1,2,2,2,6,7,28,7,10,38
32,3,2,4,2,4,2,1,1,2,3,6,7,30,3,14,36
32,18,2,4,2,4,1,1,2,2,2,6,7,28,2,16,29
32,3,2,4,2,4,1,1,5,2,2,6,7,27,3,14,44
32,3,2,4,2,4,1,1,5,2,2,6,7,26,3,18,23
32,3,2,4,2,4,2,1,1,2,3,6,7,26,7,6,46
32,14,2,4,2,4,1,1,2,2,1,6,7,29,4,9,51
32,3,2,4,2,4,1,1,5,2,2,6,7,30,3,17,27
32,2,2,4,2,4,1,1,5,2,2,6,7,30,2,13,76
32,3,2,4,2,4,1,1,1,2,2,6,8,33,5,13,49
32,3,2,4,2,4,1,1,5,2,2,6,8,33,4,18,17
32,3,2,4,2,4,1,1,5,2,2,6,8,31,1,10,40
32,3,2,4,2,4,1,1,5,2,2,6,8,32,1,15,32
32,3,2,4,2,4,1,1,5,2,2,6,8,32,1,15,26
32,3,2,4,2,4,1,1,1,2,2,6,8,31,6,15,93
32,3,2,4,1,4,1,1,1,2,2,6,8,32,7,7,42
32,12,2,4,4,4,1,1,2,2,2,6,8,33,1,3,36
32,12,2,4,4,4,1,2,2,2,2,6,8,33,1,3,46
32,15,2,4,4,4,1,1,2,2,2,6,8,32,7,2,32
32,15,2,4,2,4,4,2,2,2,2,6,8,33,6,20,32
32,3,2,4,4,4,1,1,1,2,2,6,9,38,7,20,32
32,15,2,4,4,4,1,1,2,2,2,6,9,38,7,20,34
32,3,2,4,2,4,1,1,4,2,6,6,9,36,2,11,52
32,3,2,4,2,4,1,4,1,2,2,6,9,38,6,15,22
32,18,2,4,4,4,2,1,12,2,2,6,9,37,4,19,21
32,3,2,7,2,3,4,1,5,2,2,6,9,38,4,11,86
32,7,2,4,2,4,4,1,2,2,2,6,9,38,6,16,38
32,3,2,4,2,4,2,1,5,2,6,6,9,37,7,12,36
32,3,2,4,4,4,1,1,5,2,2,6,9,38,6,19,19
32,6,2,4,2,4,1,1,2,2,4,6,9,38,2,17,32
32,7,2,4,2,4,1,1,2,2,3,6,9,38,2,17,43
32,2,2,4,4,4,1,1,5,2,2,6,9,39,3,20,45
32,16,1,4,3,4,1,1,1,2,2,6,10,42,1,22,35
32,3,1,7,2,3,2,1,5,2,6,6,10,41,6,10,90
32,3,1,4,4,4,2,1,5,2,6,6,10,42,2,18,35
32,6,1,4,2,4,1,1,5,2,6,6,10,43,6,15,41
32,5,1,7,2,4,1,1,1,2,1,6,10,40,1,12,51
32,NA,1,4,2,4,1,1,7,2,1,6,10,39,5,18,28
32,NA,1,4,2,4,1,2,7,2,2,6,10,39,5,18,28
32,7,1,4,2,4,1,1,2,2,3,6,11,46,4,8,51
32,6,1,4,2,4,1,1,5,2,6,6,11,45,5,12,89
32,3,1,7,4,3,4,1,5,2,6,6,11,44,4,17,93
32,3,1,8,4,4,2,1,5,2,6,6,11,47,2,19,25
32,3,1,4,4,3,2,1,3,2,6,6,11,46,7,1,65
32,3,1,4,4,3,2,2,3,2,6,6,11,46,7,1,65
32,3,1,3,4,3,2,1,3,2,6,6,11,46,5,18,59
32,3,1,3,2,3,1,1,1,2,3,6,11,47,2,13,46
32,3,1,4,2,4,4,1,5,2,6,6,12,50,2,15,93
32,3,1,4,2,4,4,1,5,2,6,6,12,50,2,15,93
32,3,1,3,4,3,2,1,5,2,4,6,12,48,4,7,26
32,3,1,4,4,4,1,4,3,2,6,6,12,49,7,20,33
32,3,1,4,4,4,1,1,3,2,6,6,12,49,7,20,43
32,3,1,4,4,4,1,3,10,2,6,6,12,49,7,20,20
76,12,1,4,2,4,1,1,2,2,3,6,5,21,3,17,51
24,18,1,4,2,4,1,1,5,2,4,6,10,40,4,12,26
24,18,1,4,2,4,1,1,5,2,4,6,10,40,4,12,25
76,15,1,4,2,4,1,1,2,2,3,6,4,14,4,10,31
76,3,1,5,4,4,1,2,3,2,2,6,4,16,6,6,57
84,3,1,4,3,4,1,1,1,2,2,6,10,43,5,18,53
32,3,1,4,2,4,1,1,1,2,3,6,1,2,4,9,54
32,3,1,4,4,4,4,1,5,2,1,6,11,47,2,19,68
32,3,1,4,2,4,2,1,5,2,1,6,12,50,1,8,74
52,3,1,4,1,4,1,1,1,2,3,6,12,49,1,8,64
52,3,1,6,2,4,1,1,5,2,2,6,12,51,5,16,41
52,3,1,6,2,4,1,1,5,2,2,6,12,51,5,16,35
52,3,1,6,2,4,1,1,5,2,2,6,12,51,5,16,67
32,7,1,4,2,4,1,1,2,2,2,6,3,10,7,10,59
32,7,1,4,2,4,1,5,2,2,2,6,3,10,7,10,55
32,3,1,4,5,4,1,1,1,2,2,6,4,16,1,22,48
32,3,1,4,2,4,1,1,1,2,2,6,4,16,4,9,41
32,3,1,4,2,4,1,1,1,2,3,6,4,14,5,14,54
32,7,1,4,2,4,1,1,2,2,3,6,4,14,5,14,58
32,2,1,7,2,3,1,2,1,2,1,6,4,14,2,7,44
32,3,1,4,2,4,1,1,1,2,2,6,5,21,6,17,55
32,3,1,4,2,4,1,1,1,2,5,6,5,17,5,10,83
32,3,1,4,4,4,1,1,1,2,2,6,5,19,1,23,40
32,7,1,4,2,4,1,1,2,2,2,6,5,19,7,20,65
32,3,1,4,1,4,1,1,1,2,2,6,6,22,6,5,37
32,3,1,4,2,4,1,1,1,2,1,6,6,24,7,10,85
76,2,1,4,4,4,1,1,1,2,2,6,11,47,5,20,52
11,3,1,7,2,3,1,1,1,2,3,6,6,23,1,20,36
11,3,1,4,2,3,1,1,1,2,1,6,6,23,3,8,36
11,3,1,4,2,4,1,1,1,2,3,6,6,24,5,11,40
11,3,1,4,2,4,1,1,1,2,2,6,6,23,7,19,36
11,3,1,4,2,4,1,4,1,2,2,6,6,23,7,19,35
11,3,1,4,2,4,1,2,1,2,2,6,6,23,7,19,36
11,3,1,4,3,4,1,1,1,2,2,6,6,24,7,0,34
11,19,1,4,2,4,1,1,2,2,2,6,6,23,6,18,50
44,3,1,4,2,3,1,2,1,2,2,6,12,50,6,14,38
44,3,1,2,2,2,1,1,1,2,3,6,12,50,5,13,43
76,5,1,4,2,4,1,1,1,2,1,6,5,19,1,7,58
76,3,1,4,3,4,1,1,1,2,6,6,5,18,7,0,40
84,3,1,4,2,4,1,1,1,2,1,6,11,47,2,13,52
32,3,2,4,2,4,1,1,5,2,3,6,9,39,3,13,36
32,3,2,4,2,4,1,2,1,2,3,6,9,39,3,14,24
32,3,2,4,2,4,1,1,1,2,2,6,9,39,3,14,64
32,3,2,4,2,4,1,1,1,2,3,6,9,39,3,14,43
32,3,2,4,2,4,1,1,5,2,2,6,9,36,6,18,64
32,3,2,4,2,4,1,1,1,1,2,6,9,38,4,17,43
32,3,2,7,1,3,1,1,1,1,2,6,9,35,7,6,43
32,3,2,4,2,4,1,1,1,1,2,6,9,36,4,18,44
32,3,2,4,2,4,6,1,1,1,3,6,9,37,4,7,63
32,3,2,4,1,4,1,1,1,1,2,6,10,40,6,18,82
32,3,2,7,1,3,1,1,1,1,3,6,10,40,2,18,48
32,3,2,7,4,3,1,1,5,1,3,6,10,41,5,21,54
32,20,2,4,2,4,1,1,5,1,1,6,10,42,5,15,44
32,3,2,4,2,4,1,1,4,1,2,6,10,43,5,15,34
32,3,2,4,2,4,1,1,1,1,2,6,10,43,4,17,101
32,3,2,4,2,4,1,1,1,1,2,6,10,41,1,17,87
32,3,2,4,2,4,1,1,1,1,2,6,10,43,6,13,42
32,3,2,4,2,4,1,2,1,1,2,6,10,43,6,13,43
32,3,2,7,4,3,1,2,1,1,2,6,10,40,6,0,33
32,3,2,7,4,3,1,1,1,1,2,6,10,40,6,0,34
32,3,2,7,4,3,1,2,1,1,2,6,10,40,6,0,35
32,1,2,4,2,4,1,1,1,1,1,6,10,40,5,11,50
32,3,2,4,2,4,1,1,1,1,2,6,10,42,5,9,73
32,3,2,7,2,4,1,1,1,1,3,6,10,40,1,16,59
32,3,2,7,4,3,1,1,1,1,1,6,10,40,1,20,51
32,3,2,4,4,4,1,1,1,1,2,6,10,42,1,22,36
32,11,2,7,2,4,1,1,3,1,1,6,10,39,6,14,39
32,3,2,7,2,3,1,1,1,1,6,6,10,42,4,9,39
32,3,2,4,2,4,1,1,1,1,3,6,10,41,2,8,44
32,3,2,4,2,4,1,1,1,1,3,6,10,41,4,14,41
32,3,2,4,4,4,1,1,1,1,1,6,10,41,7,4,66
32,3,2,4,4,4,1,2,3,1,2,6,10,41,7,4,34
32,2,2,4,2,4,1,1,1,1,1,6,10,40,3,8,37
32,3,2,4,2,4,1,1,1,1,2,6,10,43,6,15,44
32,3,2,4,1,4,6,1,12,1,5,6,10,42,4,18,40
32,3,2,7,2,3,2,1,1,1,1,6,10,43,5,8,43
32,3,2,7,4,4,1,1,1,1,6,6,10,40,3,19,75
32,3,2,4,2,4,2,5,4,1,6,6,10,42,4,8,44
32,3,2,4,2,4,2,5,4,1,6,6,10,42,4,8,32
32,3,2,4,4,4,1,1,1,1,2,6,10,41,5,22,32
32,3,2,7,2,3,2,1,1,1,1,6,10,41,1,8,43
32,3,2,4,2,4,1,1,1,1,2,6,10,40,3,10,77
32,3,2,4,2,4,7,1,5,1,3,6,10,41,1,18,63
32,3,2,4,2,4,1,1,1,1,1,6,10,39,6,8,67
32,3,2,4,2,4,1,1,1,1,2,6,10,41,4,16,43
32,3,2,7,2,3,1,1,1,1,2,6,10,41,5,10,34
32,3,2,4,4,4,1,1,1,1,2,6,11,47,6,18,66
32,3,2,8,2,3,2,1,1,1,2,6,11,46,6,10,94
32,3,2,8,2,3,2,3,1,1,2,6,11,46,6,10,39
32,3,2,8,2,3,2,1,1,1,2,6,11,46,6,10,37
32,3,2,4,2,4,1,1,1,1,2,6,11,46,6,15,86
32,3,2,4,4,4,1,1,5,1,3,6,11,47,3,6,38
32,4,2,4,2,4,1,1,1,1,1,6,11,46,3,14,66
32,3,2,4,2,4,1,1,1,1,2,6,11,47,5,11,90
32,2,2,3,4,3,1,1,1,1,1,6,11,47,2,7,62
32,3,2,7,2,3,1,1,1,1,2,6,11,47,4,16,59
32,3,2,3,3,3,1,1,1,1,2,6,11,43,7,18,56
32,3,2,7,4,3,1,1,3,1,6,6,11,44,2,17,62
32,7,2,7,1,3,1,1,2,1,3,6,11,44,5,16,62
32,3,2,3,4,3,4,1,3,1,6,6,11,47,5,17,59
32,3,2,4,4,4,1,1,1,1,2,6,11,47,2,18,66
32,3,2,4,2,4,1,1,1,1,2,6,11,45,4,14,88
32,3,2,3,2,3,1,1,1,1,3,6,11,47,2,7,54
32,11,2,4,2,4,1,1,3,1,1,6,11,46,3,11,53
32,3,2,7,2,3,1,1,1,1,2,6,11,46,2,17,48
32,3,2,4,1,4,1,1,1,1,3,6,11,48,1,8,40
32,3,2,7,2,4,1,1,1,1,2,6,11,47,1,18,86
32,3,2,4,4,4,2,1,1,1,1,6,11,47,5,4,34
32,3,2,4,4,4,1,1,1,1,3,6,12,50,2,19,65
32,3,2,4,1,4,1,1,1,1,3,6,12,49,2,8,35
32,3,2,4,2,4,1,1,3,1,2,6,12,48,5,8,40
32,3,2,8,2,4,1,1,1,1,2,6,12,48,7,16,39
32,3,2,2,4,1,1,1,1,1,2,6,12,50,5,18,33
32,3,2,7,4,4,1,1,1,1,2,6,12,49,1,18,34
32,3,2,7,2,3,1,1,1,1,2,6,12,48,3,8,51
32,3,2,4,2,4,1,1,1,1,2,6,12,49,4,10,87
32,3,2,4,2,4,1,1,1,1,2,6,12,50,2,10,76
32,3,2,4,4,4,1,1,1,1,1,6,12,48,2,19,53
32,3,2,7,2,3,1,1,1,1,1,6,12,48,3,11,48
32,3,2,2,2,2,1,1,1,1,1,6,12,51,1,10,43
32,3,2,7,1,3,1,1,1,1,3,6,12,52,3,17,50
32,3,2,2,2,3,1,1,1,1,5,6,12,51,2,12,69
32,3,2,7,4,3,1,1,1,1,2,6,12,52,2,19,39
32,8,2,8,2,4,2,1,1,1,1,6,12,51,4,10,48
32,2,2,4,2,4,1,1,1,1,1,6,12,51,6,13,66
32,3,2,4,5,4,1,1,1,1,2,6,12,51,7,18,38
32,3,2,4,2,4,1,1,1,1,1,6,12,48,4,11,42
32,3,2,4,2,4,1,1,1,1,2,6,12,48,4,11,35
32,3,2,7,4,3,1,1,1,1,2,6,12,48,3,18,67
32,2,2,4,2,3,3,1,1,1,1,6,12,49,3,10,34
32,3,2,4,4,4,1,1,1,1,2,6,12,50,1,20,90
32,3,2,2,1,1,1,1,1,1,3,6,12,50,2,6,42
32,11,2,4,4,4,1,1,1,1,1,6,12,48,2,20,55
32,3,2,7,4,3,1,1,5,1,2,6,12,49,3,17,62
32,3,2,7,4,3,1,2,5,1,2,6,12,49,3,17,59
32,3,2,4,1,3,1,1,1,1,2,6,12,51,3,16,65
32,3,2,4,4,4,1,1,1,1,2,6,12,52,2,17,66
76,3,2,4,2,4,1,1,1,1,2,6,11,47,2,11,87
76,3,2,6,2,4,1,1,1,1,3,6,11,46,5,8,61
76,3,2,4,2,4,1,1,1,1,2,6,11,46,3,16,38
76,3,2,4,5,4,1,3,1,1,2,6,11,47,5,1,37
76,3,2,4,5,4,1,2,1,1,2,6,11,47,5,1,39
76,3,2,4,5,4,1,1,1,1,2,6,11,47,5,1,38
76,3,2,4,4,4,1,1,1,1,2,6,11,47,4,21,40
76,2,2,4,2,4,1,1,1,1,3,6,11,47,3,12,64
76,3,2,4,2,4,1,1,1,1,2,6,11,43,7,16,78
76,2,2,4,2,4,1,1,1,1,1,6,11,45,7,13,48
